indicator,name,description,sources
CRS.P.10.100.C.110,"ODA, Grants, Project-type interventions, Education",Bilateral ODA Grants Project-type interventions Education (Provider),['CRS']
CRS.P.10.100.C.120,"ODA, Grants, Project-type interventions, Health",Bilateral ODA Grants Project-type interventions Health (Provider),['CRS']
CRS.P.10.100.C.130,"ODA, Grants, Project-type interventions, Population Policies/Programmes & Reproductive Health",Bilateral ODA Grants Project-type interventions Population Policies/Programmes & Reproductive Health (Provider),['CRS']
CRS.P.10.100.C.140,"ODA, Grants, Project-type interventions, Water Supply & Sanitation",Bilateral ODA Grants Project-type interventions Water Supply & Sanitation (Provider),['CRS']
CRS.P.10.100.C.150,"ODA, Grants, Project-type interventions, Government & Civil Society",Bilateral ODA Grants Project-type interventions Government & Civil Society (Provider),['CRS']
CRS.P.10.100.C.160,"ODA, Grants, Project-type interventions, Other Social Infrastructure & Services",Bilateral ODA Grants Project-type interventions Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.10.100.C.210,"ODA, Grants, Project-type interventions, Transport & Storage",Bilateral ODA Grants Project-type interventions Transport & Storage (Provider),['CRS']
CRS.P.10.100.C.220,"ODA, Grants, Project-type interventions, Communications",Bilateral ODA Grants Project-type interventions Communications (Provider),['CRS']
CRS.P.10.100.C.230,"ODA, Grants, Project-type interventions, Energy",Bilateral ODA Grants Project-type interventions Energy (Provider),['CRS']
CRS.P.10.100.C.240,"ODA, Grants, Project-type interventions, Banking & Financial Services",Bilateral ODA Grants Project-type interventions Banking & Financial Services (Provider),['CRS']
CRS.P.10.100.C.250,"ODA, Grants, Project-type interventions, Business & Other Services",Bilateral ODA Grants Project-type interventions Business & Other Services (Provider),['CRS']
CRS.P.10.100.C.310,"ODA, Grants, Project-type interventions, Agriculture, Forestry, Fishing","Bilateral ODA Grants Project-type interventions Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.10.100.C.320,"ODA, Grants, Project-type interventions, Industry, Mining, Construction","Bilateral ODA Grants Project-type interventions Industry, Mining, Construction (Provider)",['CRS']
CRS.P.10.100.C.330,"ODA, Grants, Project-type interventions, Trade Policies & Regulations",Bilateral ODA Grants Project-type interventions Trade Policies & Regulations (Provider),['CRS']
CRS.P.10.100.C.410,"ODA, Grants, Project-type interventions, General Environment Protection",Bilateral ODA Grants Project-type interventions General Environment Protection (Provider),['CRS']
CRS.P.10.100.C.430,"ODA, Grants, Project-type interventions, Other Multisector",Bilateral ODA Grants Project-type interventions Other Multisector (Provider),['CRS']
CRS.P.10.100.C.510,"ODA, Grants, Project-type interventions, General Budget Support",Bilateral ODA Grants Project-type interventions General Budget Support (Provider),['CRS']
CRS.P.10.100.C.520,"ODA, Grants, Project-type interventions, Development Food Assistance",Bilateral ODA Grants Project-type interventions Development Food Assistance (Provider),['CRS']
CRS.P.10.100.C.530,"ODA, Grants, Project-type interventions, Other Commodity Assistance",Bilateral ODA Grants Project-type interventions Other Commodity Assistance (Provider),['CRS']
CRS.P.10.100.C.600,"ODA, Grants, Project-type interventions, Action Relating to Debt",Bilateral ODA Grants Project-type interventions Action Relating to Debt (Provider),['CRS']
CRS.P.10.100.C.720,"ODA, Grants, Project-type interventions, Emergency Response",Bilateral ODA Grants Project-type interventions Emergency Response (Provider),['CRS']
CRS.P.10.100.C.730,"ODA, Grants, Project-type interventions, Reconstruction Relief & Rehabilitation",Bilateral ODA Grants Project-type interventions Reconstruction Relief & Rehabilitation (Provider),['CRS']
CRS.P.10.100.C.740,"ODA, Grants, Project-type interventions, Disaster Prevention & Preparedness",Bilateral ODA Grants Project-type interventions Disaster Prevention & Preparedness (Provider),['CRS']
CRS.P.10.100.C.910,"ODA, Grants, Project-type interventions, Administrative Costs of Donors",Bilateral ODA Grants Project-type interventions Administrative Costs of Donors (Provider),['CRS']
CRS.P.10.100.C.930,"ODA, Grants, Project-type interventions, Refugees in Donor Countries",Bilateral ODA Grants Project-type interventions Refugees in Donor Countries (Provider),['CRS']
CRS.P.10.100.C.998,"ODA, Grants, Project-type interventions, Unallocated / Unspecified",Bilateral ODA Grants Project-type interventions Unallocated / Unspecified (Provider),['CRS']
CRS.P.10.100.D,"ODA, Grants, Experts and other technical assistance",Bilateral ODA Grants Experts and other technical assistance (Provider),['CRS']
CRS.P.10.100.D.110,"ODA, Grants, Experts and other technical assistance, Education",Bilateral ODA Grants Experts and other technical assistance Education (Provider),['CRS']
CRS.P.10.100.D.120,"ODA, Grants, Experts and other technical assistance, Health",Bilateral ODA Grants Experts and other technical assistance Health (Provider),['CRS']
CRS.P.10.100.D.130,"ODA, Grants, Experts and other technical assistance, Population Policies/Programmes & Reproductive Health",Bilateral ODA Grants Experts and other technical assistance Population Policies/Programmes & Reproductive Health (Provider),['CRS']
CRS.P.10.100.D.140,"ODA, Grants, Experts and other technical assistance, Water Supply & Sanitation",Bilateral ODA Grants Experts and other technical assistance Water Supply & Sanitation (Provider),['CRS']
CRS.P.10.100.D.150,"ODA, Grants, Experts and other technical assistance, Government & Civil Society",Bilateral ODA Grants Experts and other technical assistance Government & Civil Society (Provider),['CRS']
CRS.P.10.100.D.160,"ODA, Grants, Experts and other technical assistance, Other Social Infrastructure & Services",Bilateral ODA Grants Experts and other technical assistance Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.10.100.D.210,"ODA, Grants, Experts and other technical assistance, Transport & Storage",Bilateral ODA Grants Experts and other technical assistance Transport & Storage (Provider),['CRS']
CRS.P.10.100.D.220,"ODA, Grants, Experts and other technical assistance, Communications",Bilateral ODA Grants Experts and other technical assistance Communications (Provider),['CRS']
CRS.P.10.100.D.230,"ODA, Grants, Experts and other technical assistance, Energy",Bilateral ODA Grants Experts and other technical assistance Energy (Provider),['CRS']
CRS.P.10.100.D.240,"ODA, Grants, Experts and other technical assistance, Banking & Financial Services",Bilateral ODA Grants Experts and other technical assistance Banking & Financial Services (Provider),['CRS']
CRS.P.10.100.D.250,"ODA, Grants, Experts and other technical assistance, Business & Other Services",Bilateral ODA Grants Experts and other technical assistance Business & Other Services (Provider),['CRS']
CRS.P.10.100.D.310,"ODA, Grants, Experts and other technical assistance, Agriculture, Forestry, Fishing","Bilateral ODA Grants Experts and other technical assistance Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.10.100.D.320,"ODA, Grants, Experts and other technical assistance, Industry, Mining, Construction","Bilateral ODA Grants Experts and other technical assistance Industry, Mining, Construction (Provider)",['CRS']
CRS.P.10.100.D.330,"ODA, Grants, Experts and other technical assistance, Trade Policies & Regulations",Bilateral ODA Grants Experts and other technical assistance Trade Policies & Regulations (Provider),['CRS']
CRS.P.10.100.D.410,"ODA, Grants, Experts and other technical assistance, General Environment Protection",Bilateral ODA Grants Experts and other technical assistance General Environment Protection (Provider),['CRS']
CRS.P.10.100.D.430,"ODA, Grants, Experts and other technical assistance, Other Multisector",Bilateral ODA Grants Experts and other technical assistance Other Multisector (Provider),['CRS']
CRS.P.10.100.D.510,"ODA, Grants, Experts and other technical assistance, General Budget Support",Bilateral ODA Grants Experts and other technical assistance General Budget Support (Provider),['CRS']
CRS.P.10.100.D.520,"ODA, Grants, Experts and other technical assistance, Development Food Assistance",Bilateral ODA Grants Experts and other technical assistance Development Food Assistance (Provider),['CRS']
CRS.P.10.100.D.720,"ODA, Grants, Experts and other technical assistance, Emergency Response",Bilateral ODA Grants Experts and other technical assistance Emergency Response (Provider),['CRS']
CRS.P.10.100.D.730,"ODA, Grants, Experts and other technical assistance, Reconstruction Relief & Rehabilitation",Bilateral ODA Grants Experts and other technical assistance Reconstruction Relief & Rehabilitation (Provider),['CRS']
CRS.P.10.100.D.740,"ODA, Grants, Experts and other technical assistance, Disaster Prevention & Preparedness",Bilateral ODA Grants Experts and other technical assistance Disaster Prevention & Preparedness (Provider),['CRS']
CRS.P.10.100.D.910,"ODA, Grants, Experts and other technical assistance, Administrative Costs of Donors",Bilateral ODA Grants Experts and other technical assistance Administrative Costs of Donors (Provider),['CRS']
CRS.P.10.100.D.998,"ODA, Grants, Experts and other technical assistance, Unallocated / Unspecified",Bilateral ODA Grants Experts and other technical assistance Unallocated / Unspecified (Provider),['CRS']
CRS.P.10.100.E,"ODA, Grants, Scholarships and student costs in donor countries",Bilateral ODA Grants Scholarships and student costs in donor countries (Provider),['CRS']
CRS.P.10.100.E.110,"ODA, Grants, Scholarships and student costs in donor countries, Education",Bilateral ODA Grants Scholarships and student costs in donor countries Education (Provider),['CRS']
CRS.P.10.100.E.120,"ODA, Grants, Scholarships and student costs in donor countries, Health",Bilateral ODA Grants Scholarships and student costs in donor countries Health (Provider),['CRS']
CRS.P.10.100.E.130,"ODA, Grants, Scholarships and student costs in donor countries, Population Policies/Programmes & Reproductive Health",Bilateral ODA Grants Scholarships and student costs in donor countries Population Policies/Programmes & Reproductive Health (Provider),['CRS']
CRS.P.10.100.E.140,"ODA, Grants, Scholarships and student costs in donor countries, Water Supply & Sanitation",Bilateral ODA Grants Scholarships and student costs in donor countries Water Supply & Sanitation (Provider),['CRS']
CRS.P.10.100.E.150,"ODA, Grants, Scholarships and student costs in donor countries, Government & Civil Society",Bilateral ODA Grants Scholarships and student costs in donor countries Government & Civil Society (Provider),['CRS']
CRS.P.10.100.E.160,"ODA, Grants, Scholarships and student costs in donor countries, Other Social Infrastructure & Services",Bilateral ODA Grants Scholarships and student costs in donor countries Other Social Infrastructure & Services (Provider),['CRS']
CRS.P.10.100.E.210,"ODA, Grants, Scholarships and student costs in donor countries, Transport & Storage",Bilateral ODA Grants Scholarships and student costs in donor countries Transport & Storage (Provider),['CRS']
CRS.P.10.100.E.220,"ODA, Grants, Scholarships and student costs in donor countries, Communications",Bilateral ODA Grants Scholarships and student costs in donor countries Communications (Provider),['CRS']
CRS.P.10.100.E.230,"ODA, Grants, Scholarships and student costs in donor countries, Energy",Bilateral ODA Grants Scholarships and student costs in donor countries Energy (Provider),['CRS']
CRS.P.10.100.E.240,"ODA, Grants, Scholarships and student costs in donor countries, Banking & Financial Services",Bilateral ODA Grants Scholarships and student costs in donor countries Banking & Financial Services (Provider),['CRS']
CRS.P.10.100.E.250,"ODA, Grants, Scholarships and student costs in donor countries, Business & Other Services",Bilateral ODA Grants Scholarships and student costs in donor countries Business & Other Services (Provider),['CRS']
CRS.P.10.100.E.310,"ODA, Grants, Scholarships and student costs in donor countries, Agriculture, Forestry, Fishing","Bilateral ODA Grants Scholarships and student costs in donor countries Agriculture, Forestry, Fishing (Provider)",['CRS']
CRS.P.10.100.E.320,"ODA, Grants, Scholarships and student costs in donor countries, Industry, Mining, Construction","Bilateral ODA Grants Scholarships and student costs in donor countries Industry, Mining, Construction (Provider)",['CRS']
CRS.P.10.100.E.330,"ODA, Grants, Scholarships and student costs in donor countries, Trade Policies & Regulations",Bilateral ODA Grants Scholarships and student costs in donor countries Trade Policies & Regulations (Provider),['CRS']
CRS.P.10.100.E.410,"ODA, Grants, Scholarships and student costs in donor countries, General Environment Protection",Bilateral ODA Grants Scholarships and student costs in donor countries General Environment Protection (Provider),['CRS']
CRS.P.10.100.E.430,"ODA, Grants, Scholarships and student costs in donor countries, Other Multisector",Bilateral ODA Grants Scholarships and student costs in donor countries Other Multisector (Provider),['CRS']
CRS.P.10.100.E.720,"ODA, Grants, Scholarships and student costs in donor countries, Emergency Response",Bilateral ODA Grants Scholarships and student costs in donor countries Emergency Response (Provider),['CRS']
CRS.P.10.100.E.998,"ODA, Grants, Scholarships and student costs in donor countries, Unallocated / Unspecified",Bilateral ODA Grants Scholarships and student costs in donor countries Unallocated / Unspecified (Provider),['CRS']
CRS.P.10.100.G,"ODA, Grants, Administrative costs not included elsewhere",Bilateral ODA Grants Administrative costs not included elsewhere (Provider),['CRS']
